34.6884,135.51758
34.68812,135.52045
34.6853,135.52126
34.685066,135.52303
34.685623,135.52303
34.68633,135.52501
34.685898,135.52634
34.68729,135.52605
34.68757,135.5259
34.68912,135.52686
34.68998,135.53055
34.68969,135.53172
34.690105,135.53444
34.688683,135.53438
34.68621,135.53172
34.68426,135.52914
34.684006,135.5304
34.682766,135.53209
34.681778,135.53326
34.681114,135.53378
34.681335,135.53548
34.678818,135.5368
34.677593,135.53732
34.676662,135.5368
34.67444,135.53938
34.674038,135.53519
34.66969,135.53555
34.669,135.53511
34.66755,135.53438
34.666603,135.53488
34.66663,135.53555
34.66583,135.53577
34.66517,135.53282
34.665775,135.53157
34.66738,135.53113
34.669315,135.52943
34.669262,135.53084
34.669807,135.53157
34.669754,135.53313
34.6723,135.53275
34.672546,135.53224
34.67431,135.53305
34.676727,135.53136
34.67796,135.53024
34.677208,135.52907
34.67692,135.5298
34.672928,135.52959
34.67232,135.5281
34.672718,135.5267
34.675007,135.5273
34.675526,135.52464
34.675602,135.5242
34.677864,135.52368
34.679775,135.52678
34.68116,135.52722
34.68165,135.52693
34.68292,135.52834
34.6843,135.5262
34.68298,135.52318
34.683495,135.52097
34.68345,135.51904
34.686253,135.51698
34.686893,135.51581
34.6881,135.51389
34.68818,135.513
34.687862,135.51308
34.687397,135.51146
34.68552,135.51146
34.684166,135.51154
34.685177,135.51102
34.68735,135.50954
34.68756,135.50638
34.685944,135.50513
34.68522,135.50174
34.686695,135.50056
34.686687,135.50099
34.687138,135.50122
34.68825,135.50107
34.688736,135.50107
34.69035,135.4999
34.691105,135.50063
34.69148,135.49828
34.6931,135.4965
34.692738,135.49481
34.691387,135.4943
34.690327,135.49577
34.689674,135.4954
34.689766,135.49635
34.68774,135.4971
34.686493,135.4968
34.68581,135.49591
34.685413,135.49718
34.684097,135.49673
34.6823,135.49614
34.6813,135.49518
34.68032,135.49606
34.678604,135.50018
34.679604,135.5007
34.681,135.50026
34.681454,135.4999
34.682323,135.49982
34.683327,135.50034
34.683353,135.50085
34.682823,135.50182
34.681534,135.50203
34.683945,135.50365
34.683895,135.5049
34.6841,135.5052
34.682728,135.50659
34.682243,135.50674
34.682167,135.50719
34.68151,135.50667
34.68072,135.50615
34.679996,135.50851
34.678406,135.50792
34.677265,135.5074
34.677658,135.50645
34.675854,135.50615
34.674877,135.50659
34.672623,135.50609
34.67095,135.50638
34.669422,135.50638
34.667137,135.50865
34.66706,135.50652
34.666634,135.50711
34.665974,135.50703
34.664307,135.50703
34.665302,135.50513
34.664944,135.50343
34.664875,135.50328
34.6658,135.50166
34.664932,135.5013
34.664413,135.50107
34.66484,135.50018
34.66413,135.49864
34.664753,135.49908
34.665955,135.50005
34.66723,135.49828
34.66718,135.49953
34.666965,135.49982
34.66693,135.50005
34.666397,135.50085
34.666847,135.50107
34.666836,135.50195
34.66668,135.50343
34.66629,135.50395
34.666668,135.50432
34.66691,135.50468
34.667297,135.50401
34.66879,135.5044
34.6688,135.50351
34.669292,135.50276
34.669308,135.50174
34.668926,135.50166
34.667976,135.50247
34.667847,135.50174
34.66816,135.50182
34.668583,135.50122
34.668934,135.50107
34.669437,135.4996
34.671867,135.50247
34.67198,135.50182
34.673,135.5007
34.673214,135.50056
34.672596,135.49982
34.67203,135.49768
34.671875,135.49629
34.67149,135.49635
34.67097,135.49629
34.67092,135.49739
34.669773,135.4976
34.669285,135.49791
34.66866,135.49776
34.66844,135.49577
34.66798,135.49658
34.66708,135.49629
34.666836,135.49622
34.667263,135.49548
34.665962,135.49385
34.665756,135.49371
34.66478,135.49098
34.66489,135.49062
34.665222,135.48892
34.66561,135.4884
34.667965,135.48627
34.6683,135.48701
34.66966,135.48694
34.671524,135.4848
34.672436,135.48407
34.673058,135.48163
34.674248,135.47774
34.674976,135.47795
34.67594,135.4784
34.678707,135.47685
34.68047,135.47766
34.680115,135.4781
34.678467,135.47949
34.677353,135.47949
34.676865,135.47993
34.67744,135.4809
34.678516,135.484
34.680576,135.48605
34.681587,135.48598
34.681255,135.48451
34.682888,135.48444
34.68368,135.48207
34.686584,135.48326
34.685555,135.48524
34.683903,135.48965
34.682243,135.48921
34.680256,135.48958
34.680904,135.48782
34.67931,135.48738
34.675983,135.48663
34.674473,135.48532
34.673447,135.48671
34.672783,135.48723
34.671444,135.48871
34.66925,135.49194
34.67236,135.49356
34.672894,135.49533
34.6732,135.49599
34.673714,135.49924
34.674603,135.50056
34.67365,135.50182
34.67533,135.50351
34.675465,135.50409
34.6761,135.50307
34.676796,135.5032
34.676662,135.50247
