41.683468,-0.8834914
41.683453,-0.88542855
41.68313,-0.88736576
41.683117,-0.8886325
41.678413,-0.88267183
41.67769,-0.8858011
41.67759,-0.8886325
41.67743,-0.8889305
41.678356,-0.88997376
41.676167,-0.89109147
41.677166,-0.8928054
41.67771,-0.89287996
41.678314,-0.89541376
41.67823,-0.8962335
41.676746,-0.8969788
41.679977,-0.90204704
41.67671,-0.9015253
41.676254,-0.9001837
41.673744,-0.9021961
41.67582,-0.9058486
41.670204,-0.9071905
41.66936,-0.90502864
41.668507,-0.9051778
41.66897,-0.9059232
41.667458,-0.9095015
41.66837,-0.91248363
41.669212,-0.91412395
41.67382,-0.91263276
41.67277,-0.9170319
41.667473,-0.91777754
41.66573,-0.921506
41.66774,-0.9229975
41.66613,-0.9294861
41.664173,-0.9310525
41.665085,-0.93366325
41.66064,-0.93426
41.660572,-0.93314105
41.659443,-0.9283673
41.658585,-0.9283673
41.655304,-0.9296353
41.654343,-0.9330665
41.655888,-0.9345584
41.656277,-0.9344092
41.658836,-0.93582654
41.660545,-0.936498
41.658802,-0.9400789
41.65863,-0.9419441
41.660015,-0.94433177
41.644047,-0.9345584
41.64348,-0.93731856
41.637726,-0.93590117
41.637894,-0.9344092
41.63791,-0.93239516
41.639637,-0.9308287
41.641426,-0.9311271
41.64297,-0.9324697
41.643696,-0.92993367
41.64082,-0.92874026
41.641926,-0.927174
41.641468,-0.9255332
41.64311,-0.9251603
41.642025,-0.92411613
41.640705,-0.9235941
41.639755,-0.91598797
41.63783,-0.91300553
41.6387,-0.91129076
41.63973,-0.9094269
41.641148,-0.9073396
41.643032,-0.9054759
41.64164,-0.90405965
41.640804,-0.90145075
41.641514,-0.9002582
41.6409,-0.8990657
41.637375,-0.9015253
41.63807,-0.9023452
41.6368,-0.9051778
41.63755,-0.9089051
41.637394,-0.9090542
41.636223,-0.9095015
41.636993,-0.910247
41.6362,-0.91233456
41.636047,-0.91181266
41.634888,-0.9103961
41.632534,-0.9124091
41.63138,-0.91084343
41.63225,-0.9090542
41.633045,-0.907265
41.63455,-0.9042087
41.63567,-0.9001837
41.635597,-0.8996619
41.63764,-0.89712787
41.635868,-0.894743
41.63431,-0.8943704
41.63362,-0.8934016
41.633873,-0.89101696
41.63247,-0.89094245
41.62979,-0.89466846
41.630093,-0.8960099
41.631104,-0.8962335
41.631733,-0.89556277
41.632656,-0.89712787
41.63289,-0.89705336
41.63265,-0.89809674
41.630375,-0.8995874
41.630676,-0.9012272
41.628674,-0.9081596
41.629368,-0.90897965
41.629284,-0.9095015
41.6299,-0.9103961
41.62841,-0.91166353
41.62708,-0.91248363
41.62663,-0.910247
41.62631,-0.9114399
41.622383,-0.9149441
41.62345,-0.91815037
41.62259,-0.9187469
41.622578,-0.9198654
41.62273,-0.9205366
41.622345,-0.92001456
41.620632,-0.9198654
41.62153,-0.9246382
41.622433,-0.9283673
41.62362,-0.9261298
41.626675,-0.9242653
41.6277,-0.9227738
41.62701,-0.92135686
41.629765,-0.917703
41.635612,-0.917703
41.633617,-0.92337036
41.635563,-0.9236687
41.636322,-0.9261298
41.63296,-0.92754686
41.63448,-0.93239516
41.636482,-0.9350806
41.63443,-0.93866146
41.63403,-0.94000435
41.63759,-0.9428395
41.64028,-0.9470926
41.64103,-0.9508237
41.639263,-0.9478388
41.635624,-0.9451525
41.63484,-0.94574946
41.631542,-0.9484358
41.630318,-0.936125
41.62904,-0.93045574
41.62829,-0.9270994
41.623734,-0.93157464
41.623497,-0.9316492
41.6241,-0.9343346
41.622845,-0.9350806
41.62303,-0.94104886
41.62089,-0.93605036
41.62144,-0.93530434
41.62184,-0.9341854
41.619225,-0.9301574
41.616974,-0.92866564
41.61472,-0.92784524
41.617683,-0.92784524
41.61894,-0.9269502
41.617634,-0.92404157
41.616558,-0.9224009
